sent_id	sentence
831	Miami has a bye, so McKnight is obviously not an option.
832	Michael has his holiday performance.
833	Michael said his day was rotten.
834	Michael was great this AM.
835	Might include proposals with respect to Alaska.
836	Mike Anderson will retain the starting job for now.
837	Mike got himself a bamboo needle.
838	Mike is putting pressure on me.
839	Mike, are you aware of this?
840	Mikey is invited also.
841	Miller might have to wait until Sunday.
842	Milly is a seller.
843	Mixed signals from APS today.
844	Mixed signals from Washington had convinced China.
845	Mochrie remained steady in the face of the upheaval.
846	Mom, that sounds fine to me.
847	Money wise that is.
848	Monitor his progress over the next few weeks.
849	Montpellier won the Cup at their first attempt.
850	More jobs are to be eliminated this financial year.
851	More than million landmines lie unexploded in at least 62 countries.
852	Moreover we have the feeling that we are finally in our own country.
853	Most contenders here use his Ford-Cosworth engines.
854	Most recent surveys put them in a dead heat.
855	Mostly a social call.
856	Mr. Rao, go to Washington but go with dignity.
857	Much better than carrying a laptop.
858	My comments are in fuschia.
859	My husband Jeff and I are planning on attending.
860	My husband and I are on a waiting list to give blood.
861	My only constraint is Chad's soccer game at noon.
862	My only opportunity is if he cracks or something else happens.
863	Name just one person for each color.
864	Neal, can you help with this?
865	Need anything from Target?
866	Need before board meeting.
867	Need to watch closely.
868	Need you or John to step out.
869	Neil has been asking around.
870	Neither player is going to be a clear-cut starter this week.
871	Never mind, I already deleted it.
872	New York's Supreme Court upheld a lower court decision.
873	New switches can also be added to the Paging System.
874	Newly-signed Tony Simmons might work as the third receiver.
875	Next time ask Jim to call me.
876	Nice weather for it.
877	Nick makes work fun.
878	No employment claims for gas or power.
879	No need to send to FL.
880	No obligation to pay.
881	No problem Maria, please contact Rick.
882	No sign of Chuck and not responding to messages.
883	No there will be plenty of others.
884	No, at least not to my knowledge.
885	No, just Thursday and Friday of this week.
886	Normally we just eat and run.
887	Northern forces had captured a southern mechanised brigade.
888	Not at this time.
889	Not even in yet.
890	Not just 1 to 2.
891	Not like you'll get paid for it.
892	Nothing but good news everyday.
893	Nothing new from Mom.
894	November 14 works for me.
895	Now I know about them.
896	Now I really feel I'm alive, not like before.
897	Now go get washed up for dinner.
898	OK I thought it was in Washington state.
899	OK to make changes, change out original.
900	Officials said Thursday that visit would take place on May 26 to 29.
901	Okay I'll go for a ticket.
902	On Friday the competition proper gets under way.
903	On a comparative basis I can't justify more.
904	On appeal they were finally placed in Division Two.
905	On my way back.
906	On the plane, doors closing.
907	Once state owned, Telecom is now half owned by two American companies.
908	Once you do, you can never go back.
909	One assistant and one HR associate.
910	One of his accomplices secured a safe landing.
911	One of the Hottest Gifts for Holiday 2001.
912	One would have thought I'd have this down pat by now.
913	Opening on the back nine she birdied the 11th and bogeyed the next.
914	Opposition leaders have urged him to call off the visit.
915	Or are you going to be tied up with dinner?
916	Or let's get creative.
917	Others voting against represented the defense ministry.
918	Our advantages have been brought into fuller play.
919	Our forces are ready to come immediately.
920	Our numbers are correct in the system now.
921	Our politicians are rising to the occasion.
922	Our reform and opening programme has forged ahead.
923	Our schedule now calls for critical communication in the afternoons.
924	Out of office but have people working on info.
925	Paris had ruled out participation in such an invasion force.
926	Parking at the walk site will be free.
927	Parts of the city will be closed to private cars.
928	Peace talks last week in Kirghizstan.
929	Penske doesn't let things sit back and relax.
930	Penske wouldn't come here without a good idea it would hold up.
931	People stuck in traffic on either side of us joined in.
932	Perhaps there was a glitch.
933	Pilot Nick Young said communications at Sanaa airport were excellent.
934	Please accept my apology.
935	Please call me if you have any questions.
936	Please call me if you see any problems.
937	Please call tomorrow if possible.
938	Please coordinate with him.
939	Please feel free to add to it if I missed something.
940	Please forward the backup today if possible so we can review.
941	Please give me a call.
942	Please leave it to Brian.
943	Please let me know if there is any way that I can help you.
944	Please let me know if you have any questions.
945	Please let me know if you learn anything at the floor meeting.
946	Please let me know if you need any additional information.
947	Please let me know what days you plan on taking off.
948	Please let me know.
949	Please let us know asap.
950	Please look over and let me know.
951	Please make sure Bob Kelley is on the list.
952	Please pass along my thanks, though.
953	Please re-draft and let me know if there are further discrepancies.
954	Please respond if anyone has a different view.
955	Please send it to both of us.
956	Please send me an email to let me know.
957	Please send me an email.
958	Please send to Gary Smith.
959	Please set me, Heidi DuBose, up as their travel arranger.
960	Please set something up.
961	Please stay on top of the security issue.
962	Police and the alleged bank robbers exchanged fire.
963	Pressure to finish my review!
964	Presumably so do you.
965	Presuming we can afford headcount?
966	Probably can handle Monday PM.
967	Probably need to check with HR group providing services.
968	Probably will be working.
969	Profits were up 28 percent for the first quarter of this year.
970	Provisional constitution will be voted into law by parliament.
971	Public order will be maintained firmly and energetically.
972	Purchasing power of US households has been rising.
973	Reconfigure the disk layout.
974	Referring to his meeting in Washington with US President Bill Clinton.
975	Reggie Wayne will start in Pathon's place once again.
976	Remember blackberry doesn't work so well at home.
977	Reports said Clinton feels the same way.
978	Reserve Heap on your roster this week.
979	Richardson is battling a shoulder injury.
980	Right back at you.
981	Rio de Janeiro police freed him after a massive manhunt.
982	Robert ,I'm working on this right now.
983	Rookie Kevin Swayne will move into the starting lineup.
984	Rothenberg said the trend in Europe was away from fencing.
985	Rumors have him scheduled to attend at least part of the Pacers' game.
986	Russian foreign ministry sources said a ceasefire accord was agreed.
987	Ruth, I'll send this spreadsheet as I update it.
988	Ruth, here is an estimated November purchase.
989	Ruth, the market drove us back for the weekend.
990	Samantha would need around-the-clock care.
991	Samantha's problems began 13 years.
992	San Francisco was Interconnect meeting.
993	Sanaa appeared to be a ghost town with many shops closed.
994	Scott is out most of this week on vacation and I'm out next week.
995	Scotty and I will be in NYC.
996	See client Help for more information.
997	See the list below.
998	See what concerts we have for you in your city.
999	See you in Enron House when I get back.
1000	See you next week.
1001	See you on the third.
1002	See, we Americans had gotten sort of distracted.
1003	Seems unusual to me.
1004	Seifert said he didn't know if Weinke would practice Thursday.
1005	Senate ratification would be a matter of humanity.
1006	Send me your address.
1007	Seve Ballesteros was well satisfied with his first round.
1008	She called and wants to come over this AM.
1009	She chipped in from 69 feet for a birdie at 17.
1010	She has a web address.
1011	She has absolutely everything.
1012	She has the game tomorrow.
1013	She is a Baylor graduate and is very nice.
1014	She is most familiar with our computer systems.
1015	She is scheduled to appear in New York on the Maury Povitch Show.
1016	She is taking over Global Finance Legal.
1017	She probably won't come next year either.
1018	She said it would probably be after Jan.
1019	She started singing along softly with the radio.
1020	She was going to leave at 8 or 9.
1021	She would hate to see us not get our expense reports paid.
1022	Sheila please talk to Avashe.
1023	Should systems manage the migration?
1024	Should we email this to you or fax to your house?
1025	Shouldn't be too hard though.
1026	Show your friends how much you care.
1027	Since we're ok on volumes now, it's got to be pricing somewhere.
1028	Since yall are so slow to think, here are a few ideas.
1029	So I don't know who it ll be carrying the load.
1030	So you're ignoring me.
1031	So, we need to get these resolved.
1032	Soldiers would be in their barracks throughout the weekend.
1033	Some had witnessed the fighting which erupted a week ago.
1034	Some members of the council refuse to recognize the progress.
1035	Some million shares changed hands on the New York Stock.
1036	Some of us may have have acted as critics at one point or another.
1037	Song was vice minister of the geology and mineral resources minister.
1038	Sorry for any inconvenience.
1039	Sorry for the delay.
1040	Sorry for the unfriendly greeting in the lobby.
1041	Sorry it took so long.
1042	Sorry to keep you in suspense!
1043	Sounds good to me.
1044	Sources said the officers will be part of the coordination office.
1045	South Korea will send two escort destroyers and men for the maneuvers.
1046	Southern forces said they had shot down three northern warplanes.
1047	Spanish football reaches boiling point this weekend.
1048	Sports fans here are excited.
1049	Steve Gilbert is working on this.
1050	Still hustling to find dollars for the quarter end.
1051	Still waiting on decision.
1052	Suggest you get facts before judging anyone.
1053	Suite 2750 in Downtown Denver.
1054	Sun Jiazheng, 50, takes over as radio, film and television minister.
1055	Sunday tickets have been on sale for weeks.
1056	Sure was good talking to you this AM.
1057	Surely we can cover this from within Virgo's team?
1058	TXU is off, everyone else OK.
1059	Taiwan is to cut tariffs on items.
1060	Take what you can get.
1061	Talk to you later.
1062	Talk to you soon, Theresa.
1063	Talk to you soon.
1064	Task has to be completed.
1065	Tax gave us the same feedback.
1066	Team Chick hasn't been in the SuperBowl every year for no reason.
1067	Tell her to get my expense report done.
1068	Tests Monday showed no structural damage to his shoulder.
1069	Thailand would not be involved.
1070	Thank you again for the evening.
1071	Thank you for all your help.
1072	Thank you for participation, cooperation and support.
1073	Thank you for your call.
1074	Thank you for your prompt reply.
1075	Thank you for your support and generosity.
1076	Thank you for your support.
1077	Thanks - that's what I was hoping it was.
1078	Thanks I needed that today!
1079	Thanks again for thinking of me.
1080	Thanks again for your help.
1081	Thanks for all the email.
1082	Thanks for all you are doing.
1083	Thanks for checking with me.
1084	Thanks for keeping your eyes out there on our stuff!
1085	Thanks for sending this.
1086	Thanks for the quick turnaround.
1087	Thanks for your concern.
1088	Thanks for your help in quickly setting this up.
1089	Thanks for your leadership on this issue.
1090	Thanks so much for the message.
1091	Thanks, I think we have taken care of this.
1092	Thanks, having a good time.
1093	That calendar was enough to put me on a diet.
1094	That is not true.
1095	That is one of the things we are working on.
1096	That makes him a risky start from a Fantasy perspective.
1097	That must be a lot in kilometers.
1098	That ranks fifth for the week.
1099	That s all I have to say.
1100	That was how Mansell learned passing was allowed on the oval.
1101	That would be a fitting memorial to those who died.
1102	That would be great.
1103	That would likely be an expensive option.
1104	That's a fair trade off.
1105	That's a lot of dollars.
1106	The All-Employee Meeting will be held Tuesday, Oct.
1107	The Atlanta Hawks held Indiana to the lowest points total ever.
1108	The Auction this year is hosted by EGS.
1109	The Azerbaijani enclave Nagorno was torn by further fighting.
1110	The Columbia mission takes off from the Kennedy space centre.
1111	The Fed has not taken an official position on the issue.
1112	The French diplomat meanwhile reiterated his condemnation.
1113	The German slowed down enough to beat Frenchman Cedric Pioline 6-3.
1114	The Hawks led from late in the first quarter.
1115	The House would give them equal treatment with US banks.
1116	The Japanese justice ministry refused Maradona a visa.
1117	The Jets will try to control the ball and the clock against the Rams.
1118	The Mercedes drivers ae likely to break the track records.
1119	The Mercedes engine takes advantage of extra boost.
1120	The Philippines censorship board voted to cut certain scenes.
1121	The Portal User IDs and Passwords are created by you.
1122	The Senate defied President Bill Clinton on Thursday.
1123	The Senate should approve a 14-year-old treaty.
1124	The Senate vote undercut him the day before the Geneva talks.
1125	The Spanish federation has brought forward those fixtures.
1126	The UN still recognizes Lisbon as the administrator of the territory.
1127	The accord was due to have come into effect overnight.
1128	The administration had no immediate comment on the vote.
1129	The advantage is enough for Ford motor racing director Dan Rivard.
1130	The agreement has been approved by the Senate and House.
1131	The alleged offences occurred before Alan Sugar took control.
1132	The amendment has little chance of becoming law.
1133	The appointments were confirmed by China's parliament.
1134	The area has an Armenian population but falls within Azerbajian.
1135	The artist assures me it is a turkey.
1136	The aviation college had already trained pilots.
1137	The best-of-seven series moves to Indianapolis, Indiana.
1138	The big tight end has no real value as a Fantasy player.
1139	The blasts rocked prominent commercial landmarks.
1140	The board voted Thursday to lift a ban imposed earlier this month.
1141	The book will also present details of the economic conditions.
1142	The buses will be identified by their cities of origin.
1143	The cabinet Thursday approved a revised tariff schedule.
1144	The cause of the fire was under investigation, police said.
1145	The ceremony was followed by the premiere of the opening film.
1146	The charges also cover his relations with advertising companies.
1147	The children will entertain you while you wait.
1148	The city plays host to a visit by US president Bill Clinton.
1149	The conditions were pretty tough.
1150	The contract is a bit complicated.
1151	The deal was nominated and cut to zero.
1152	The delegation is to visit a metal works.
1153	The directors see significant prospects for growth.
1154	The dollar lost ground against the major currencies.
1155	The earliest the Jets expect him to return is Dec.
1156	The election will be clean and pure.
1157	The evacuees included babies and young children.
1158	The evacuees later boarded a British airliner bound for Gatwick.
1159	The event reopens debate on the issue.
1160	The exercises will be staged in the West and Mid-Pacific region.
1161	The fighting erupted after a private quarrel.
1162	The filing concerns various scheduling and balancing rules.
1163	The film will be shown for the first time.
1164	The first Vietnamese trainee pilots were due to arrive in June.
1165	The former minister is accused of receiving seven billion lira.
1166	The four-city tour continues Friday in Kansas City, Missouri.
1167	The group is making a pilgrimage to the Catholic shrine of Fatima.
1168	The hospital was hit by electricity cuts.
1169	The important thing is to keep your feet on the ground.
1170	The informal costs have to disappear.
1171	The injury is more serious than the Panthers first expected.
1172	The law enforcement has responsibility for the safety of the public.
1173	The letters of credit were to cover three agreements.
1174	The loans were allegedly made to players.
1175	The local forecasters are showing rain for Thanksgiving here.
1176	The majority owner of Telecom is a consortium.
1177	The matter was still being investigated.
1178	The meeting came days after the entry into Chernomyrdin's team.
1179	The meeting was very beneficial.
1180	The meteor shower was incredible last night.
1181	The military refuses to leave power and restore democracy by May 21.
1182	The move is also against our law.
1183	The move was a further twist in the long-running dispute.
1184	The mud was their idea.
1185	The new radio minister was head of the propaganda department.
1186	The night promised to be long.
1187	The official agency SABA said Wednesday 25 civilians had been killed.
1188	The old list we had from Sybase no longer exists.
1189	The only other potential office is EOTT.
1190	The opposition had plans to hold demonstrations on Monday afternoon.
1191	The other figure is the top 15 contracts.
1192	The others raise their eyebrows.
1193	The partial list announcement came.
1194	The phones should be on now.
1195	The planes had flown in from Dijoubti to Sanaa earlier Thursday.
1196	The prime minister is to meet with several Security Council members.
1197	The profit could then go in part to the labour.
1198	The qualifying continues on the west side of town.
1199	The rates would become effective after endorsement by parliament.
1200	The reality is there is much less of an advantage than people think.
1201	The reigning Indy-car series champion will be among top contenders.
1202	The reserve receiver is expected to see a specialist this week.
1203	The reserve wideout is day-to-day.
1204	The rest is a byproduct of slapshot.
1205	The restart was a painful lesson regarding the rules of the race.
1206	The results were expected back Tuesday.
1207	The riots were started by native Taiwanese.
1208	The rule was aimed at allowing low-budget teams to be competitive.
1209	The same prize was offered for the arrest of Abdul Razak Memon.
1210	The second deal in question which needs to be resolved asap.
1211	The senate would require them to create a US subsidiary.
1212	The single between the two versions is the treatment of foreign banks.
1213	The sooner I get this, the sooner we can get this implemented.
1214	The speedway is faced with some very tough choices.
1215	The spokesman said its role would be to supervise the organisation.
1216	The statement gave no further details of the incident.
1217	The strategy will be very much the same.
1218	The team feels confident that Martin will be available.
1219	The team mate says were not interested at this point.
1220	The trip is nevertheless important to set the course for future ties.
1221	The troops just walked in.
1222	The two leading candidates signed a Civility Pact on Tuesday.
1223	The volumes tie, so the pricing must be off somewhere.
1224	The wind was strong and gusting.
1225	Their initial review indicates that the pricing seems low.
1226	Their key decision maker did not show which is not a good sign.
1227	Then there's the Palm?
1228	Then we can go to Zainy Brainy.
1229	Then we lit our candles and just stood there silently, holding them.
1230	There are differing views among the dissident community.
1231	There are several business issues outstanding.
1232	There are some different rules here.
1233	There are some issues on which we agree.
1234	There is a 90 percent chance he is going to win.
1235	There is in fact few differences between the candidates.
1236	There is no average.
1237	There is now a meeting at 8PM as well.
1238	There is still a chance there might be modification in Dallas.
1239	There is substantially no difference between us.
1240	There was no such accord.
1241	There were 75 evacuees on one plane and 73 on the other.
1242	There were frequent electricity and water shortages.
1243	There will be some better news later today
1244	There's been a shortage of blood in this area.
1245	Theresa - Please resend.
1246	Theresa, I changed the CIG fuel rate to.
1247	Theresa, I hope he liked it.
1248	Theresa, I've redrafted and we're still off, even more now.
1249	Theresa, don't worry about it.
1250	Theresa, the formula BP is using is highlighted in red below.
1251	These are big storms and traffic isn't moving.
1252	These factors dictate clear limits to the concept of safe areas.
1253	They also agreed on using dialogue to settle the issue.
1254	They appear to be coming out of Unify, but I cannot see them.
1255	They are more efficiently pooled.
1256	They are specifically concerned about the intercompany notes.
1257	They are still burning.
1258	They have capacity now.
1259	They have not issued an order yet.
1260	They have to go away and have a think.
1261	They launched a counter attack and retook positions they had lost.
1262	They lost to Nantes after extra-time.
1263	They may want to discuss with you.
1264	They must not be distributed without our consent.
1265	They play Atlanta here Saturday and Sunday afternoons.
1266	They really must get the money together.
1267	They spent about two hours at Larnaca airport.
1268	They tend to know who hooligans are and don't sell to them.
1269	They would play Chile in Buenos Aires.
1270	They've really caught the fever.
1271	Things are crazy for sure!
1272	This came as a shock to me.
1273	This event will be a blast.
1274	This has now become the most pressing story in the capital.
1275	This is a golden moment.
1276	This is a major setback for the rookie.
1277	This is a most unfortunate news release.
1278	This is all so unreal.
1279	This is good I think.
1280	This is normal, they always do this.
1281	This is not a good situation to be in without a contract.
1282	This is the crew.
1283	This is the limit.
1284	This is the neatest toy I have had.
1285	This is very sensitive.
1286	This method can be used on individual folders as well.
1287	This needs to go to imbalance between Quantum and Crestone.
1288	This quarter they are reported separately.
1289	This seems fine to me.
1290	This time I'm more comfortable and aware of a lot more situations.
1291	This time, Nigel Mansell will not be left behind on a restart.
1292	This track stands alone as king of the circuits.
1293	This transaction is expected to close next year.
1294	This upgrade may take up to 2 hours.
1295	This year I can walk and it's so much better.
1296	Thomas has no real value as a Fantasy player.
1297	Through this account cash flows to corporate.
1298	Throw it away and not let it touch your heart.
1299	Thursday works better for me.
1300	Thus have nothing to destroy.
1301	Tiger Woods is set to answer your questions.
1302	Time trials for the May 29 race continue the next two weekends.
1303	Tonight is my anniversary.
1304	Toomer has been inconsistent this season.
1305	Travis is in charge.
1306	Travkin did not receive a specific portfolio.
1307	Treasa knows the details.
1308	Treatment options consist of rest, an injection, or surgery.
1309	Tricia needs to know if she needs to invoice them or not.
1310	Tried reaching you earlier.
1311	Tried to call but couldn't reach you.
1312	Trip was good I presume?
1313	Trow said the profit return was very high.
1314	Trust me, the men are the ones showing restraint.
1315	Try and re-draft and let me know.
1316	Try it again and let me know.
1317	Try this one now and let me know.
1318	Two RAF Hercules transport planes airlifted foreign evacuees.
1319	Two-thirds of our tickets have been sold in the United States.
1320	Ty needs to work on our model before we could start anything anyway.
1321	US President Bill Clinton favours lifting the embargo.
1322	US ships will also lead a second task force.
1323	US vessels will form two separate training units.
1324	Until he can practice for a couple of weeks, we won't have him.
1325	Until we can answer these questions, we cannot terminate anything.
1326	Upon returning to the U.
1327	Using Stoerner in your starting lineup would be a risky move.
1328	Valerie, I should have Greeley on Monday for August.
1329	Valerie, the prices look fine in Sitara.
1330	Very foggy this morning.
1331	Very truly yours, Acme Costume Co.
1332	Vietnam planned to upgrade its current fleet of Soviet aircraft.
1333	Wang said that his release was a miracle.
1334	Wang urged the international community not to forget the prisoners.
1335	Wang was to meet with Clinton's national security advisor.
1336	Was it a car wreck?
1337	Was wondering if you and Natalie connected?
1338	Washington was not moving toward a unilateral lifting of the embargo.
1339	Wasn't nearly as bad as I thought.
1340	Watch for more details, coming soon.
1341	Wayne has not done much yet, so don't put him in your Fantasy lineup.
1342	We all know that it does exist.
1343	We also decided against a formal seating arrangement.
1344	We are about to leave Heaven!
1345	We are all doing reasonably well, I think.
1346	We are all fragile.
1347	We are also in touch with the U.
1348	We are delayed, got another 30 minutes on the runway.
1349	We are down to 3 employees here in Denver.
1350	We are going to send some money to a fund to help the victims.
1351	We are happy to give a pay rise.
1352	We are having fun.
1353	We are heartened by the many notes of care and concern.
1354	We are in the process of making a change.
1355	We are looking at military assistance.
1356	We are on a plane coming back.
1357	We are proceeding with a great reception so far.
1358	We are sitting in Weil's offices, waiting to negotiate.
1359	We are somewhat emasculated bystanders.
1360	We are waiting on the cold front.
1361	We are working on this as we speak.
1362	We can discuss options early next week.
1363	We can have wine and catch up.
1364	We can work around these plans if you prefer.
1365	We can work with it either way.
1366	We cleaned him up as well as we could.
1367	We controlled the race from the start and I'm satisfied.
1368	We could do it at my house.
1369	We currently have 6 employees.
1370	We don't have any ability to veto their decisions.
1371	We don't recommend McNair this week as a result.
1372	We don't recommend you use him in a Fantasy league this week.
1373	We don't seem to have any positive income there.
1374	We don't want to look bad to Dyn.
1375	We had a great time!
1376	We had some measurement of gas from Quantum throughout the month.
1377	We have been consistent and we have a good balance.
1378	We have been working on clay for four weeks.
1379	We have lost not just a great friend.
1380	We have lots of forks, etc.
1381	We have lots of paper stuff.
1382	We haven't made that decision here though.
1383	We haven't sold the US business as yet.
1384	We hope you found this information useful.
1385	We just need a sitter.
1386	We just pulled schedules from the web.
1387	We know the engine is capable.
1388	We know this is a big time at the speedway.
1389	We lost 1 player this week who picked Baltimore, sorry.
1390	We must be consistent.
1391	We need a process to deal with this.
1392	We need this verified.
1393	We need to bring them along slowly.
1394	We need to talk about this month.
1395	We obviously have a lot to talk about.
1396	We only have the power of persuasion.
1397	We probably have to discuss trade behavior and margin.
1398	We seem to be running in the same time slot more than anybody other.
1399	We shall try to find a common agenda.
1400	We sold the UK business to AEP.
1401	We talked quietly while everybody gathered.
1402	We tried to copy it and it worked for us.
1403	We use this functionality a lot when pathing pools.
1404	We want a little May madness of our own.
1405	We were planning to have him from the start.
1406	We will address tomorrow with Stan.
1407	We will be bringing in lunch and I need to know how many to order?
1408	We will be dining fashionably late.
1409	We will be managing our rates and we need to plan on software.
1410	We will forward it to you as soon as we get it.
1411	We will get you a copy.
1412	We will have some good detail by January 7.
1413	We will keep trying.
1414	We will keep you posted.
1415	We will sign tomorrow and fund Tuesday.
1416	We will work on the car and try to go a little quicker yet.
1417	We would have waited up all night to see them.
1418	We'd suggest playing Brady, who will start against.
1419	We'll let you know in the morning if we are interested or not.
1420	We'll tell you who has the edge.
1421	We're here to qualify in the second or third row.
1422	We're not a lock for the pole.
1423	We're not adversarial in this, but we want to know what's going on.
1424	We're not aware of any possible changes at Stanford Stadium.
1425	We're on the way.
1426	We're working with the speedway.
1427	We've advised the family how to go about it.
1428	We've already eliminated his speech therapy.
1429	We've pursued other options and as a result we've made some progress.
1430	Weather is bad here.
1431	Wednesday is definitely a hot chocolate day.
1432	Weinke could have a big game.
1433	What a crazy day.
1434	What a nice note.
1435	What are the units?
1436	What did Mark say?
1437	What did you and Ava decide to do?
1438	What do you hear?
1439	What do you show as the storage schedule?
1440	What do you think about Tracy and Jim?
1441	What do you think?
1442	What does Hunter think?
1443	What happened to the guy with the paper to sign?
1444	What information, if any, do we owe him?
1445	What is going on?
1446	What is happening to the stock price?
1447	What is in the plan?
1448	What is the cost issue?
1449	What is the mood?
1450	What is the purpose of this?
1451	What is the shower at Patsy's for?
1452	What is the status of the Pemex discussions?
1453	What is the stock price doing?
1454	What is up with ENE?
1455	What is your issue sir?
1456	What level of detail do you need?
1457	What number should he call you on?
1458	What period does the max rate assumption cover?
1459	What will happen to this project?
1460	What's your phone number?
1461	When I do, we will eat.
1462	When do we review with El Paso?
1463	When do you have to be there?
1464	When it is used we try and do as many paths as possible.
1465	When the inspection is finished we will communicate those results.
1466	When things get speculative the language always gets scary.
1467	Where are they hitting the books at?
1468	Where do you want to meet to walk over there?
1469	Whether it will stand up on race day, nobody knows.
1470	Whether that package is training or material has yet to be determined.
1471	Who should I contact regarding severance?
1472	Why do you ask?
1473	Will 2PM ET work for you?
1474	Will call later to explain.
1475	Will follow up today.
1476	Will give you more shortly.
1477	Will it be delivered?
1478	Will let you know how call goes in morning.
1479	Will you and KB be around this afternoon?
1480	Will you come get me?
1481	Winning here, everybody was more shocked and surprised.
1482	Wish me luck with Linda.
1483	Wonder what next week will bring.
1484	World Cup fans at Stanford Stadium are almost certain to be fenced in.
1485	Would you have John send me a message?
1486	Would you mind taking the lead on this?
1487	Would you please send runner to get this?
1488	X-rays were negative, and Hakim is listed as day to day.
1489	Yes I am coming twice.
1490	Yes I am here actually.
1491	Yes I like perfume.
1492	Yes, I am playing.
1493	You are welcome in Palacios this weekend, of course.
1494	You can bring it to work and we could meet for lunch one day.
1495	You can explain this to me next week or over the weekend.
1496	You can have all the horsepower and it won't matter.
1497	You can reply via email.
1498	You can talk to Becky!
1499	You can't bench Martin, no matter how bad the matchup may be.
1500	You can't destroy us, and you can't stop us.
1501	You get in traffic and you have dogfights and I forget I'm on an oval.
1502	You had to maintain your patience to get the job done.
1503	You have 15 active players.
1504	You have 6 active players at position WR.
1505	You have a lot of holes in your plan.
1506	You have a nice holiday too.
1507	You haven't seen 120 in some time.
1508	You just can't work without me can you?
1509	You know that I love you.
1510	You must therefore take full responsibility for virus checking.
1511	You snooze, you lose!
1512	You will never be able to put them out.
1513	You'll have to forward that home for dad to see.
1514	You'll receive the brand new Palm OS v4.
1515	You're down by 5 and need to score in 4 plays or less.
1516	Your best bet is to drop him and go after another.
1517	Your fax was busy for a while.
1518	Your friend's defense, however, has other plans.
1519	Your prompt attention is appreciated.
1520	Your voice cheered me up.
1521	Zack Crockett may be used in goal-line situations.
1522	Zou, I hope you had a good flight back to Texas.
1523	he Fed will continue to have oversight over 38 US banks.
1524	his will be hard.
1525	on Friday, October 26th.
